,Year,Max_close,Min_close,Avg_close,Med_close,Yr_open,Yr_end,P_yr,Min_date,Max_date
19,1969,106.16000366210938,89.19999694824219,97.77259991455078,97.81999969482422,103.93000030517578,92.05999755859375,-11.361450974786269,1969-12-17,1969-05-14
20,1970,93.45999908447266,69.29000091552734,83.15413395438607,83.81499862670898,93.0,92.1500015258789,0.09776664096462864,1970-05-26,1970-01-05
21,1971,104.7699966430664,90.16000366210938,98.31501972062786,99.02999877929688,91.1500015258789,102.08999633789062,10.786754907671082,1971-11-23,1971-04-28
22,1972,119.12000274658203,101.66999816894531,109.13482076333338,108.55000305175781,101.66999816894531,118.05000305175781,15.63327190358968,1972-01-03,1972-12-11
23,1973,120.23999786376953,92.16000366210938,107.43841283283537,107.51499938964844,119.0999984741211,97.55000305175781,-17.365522634516143,1973-12-05,1973-01-11
24,1974,99.80000305175781,62.279998779296875,82.78090915001428,84.98999786376953,97.68000030517578,68.55999755859375,-29.718097986919208,1974-10-03,1974-01-03
25,1975,95.61000061035156,70.04000091552734,86.18122532056725,87.12000274658203,70.2300033569336,90.19000244140625,31.549016413436636,1975-01-08,1975-07-15
26,1976,107.83000183105469,90.9000015258789,102.03529629311542,102.0999984741211,90.9000015258789,107.45999908447266,19.148460112623024,1976-01-02,1976-09-21
27,1977,107.0,90.70999908447266,98.18186502608042,98.45000076293945,107.0,95.0999984741211,-11.501954881495537,1977-11-02,1977-01-03
28,1978,106.98999786376953,86.9000015258789,96.11396807716007,96.13000106811523,93.81999969482422,96.11000061035156,1.0620422212785983,1978-03-06,1978-09-12
29,1979,111.2699966430664,96.12999725341797,102.99905133153139,102.08999633789062,96.7300033569336,107.94000244140625,12.308814645643164,1979-02-27,1979-10-05
30,1980,140.52000427246094,98.22000122070312,118.71011835030416,117.45999908447266,105.76000213623047,135.75999450683594,25.773569979796314,1980-03-27,1980-11-28
31,1981,138.1199951171875,112.7699966430664,128.0379051841766,129.83999633789062,136.33999633789062,122.55000305175781,-9.730400699458603,1981-09-25,1981-01-06
32,1982,143.02000427246094,102.41999816894531,119.70573159922724,116.22000122070312,122.73999786376953,140.63999938964844,14.761318553578892,1982-08-12,1982-11-09
33,1983,172.64999389648438,138.33999633789062,160.47312203509063,163.5500030517578,138.33999633789062,164.92999267578125,17.271041945070312,1983-01-03,1983-10-10
34,1984,170.41000366210938,147.82000732421875,160.46355724711663,161.75,164.0399932861328,167.24000549316406,1.4006020250809244,1984-07-24,1984-11-06
35,1985,212.02000427246094,163.67999267578125,186.82817422775994,186.93000030517578,165.3699951171875,211.27999877929688,26.333408179619404,1985-01-04,1985-12-16
36,1986,254.0,203.49000549316406,236.39047410082912,237.66000366210938,209.58999633789062,242.1699981689453,14.620408731597987,1986-01-22,1986-12-02
37,1987,336.7699890136719,223.9199981689453,286.99802377572644,290.5199890136719,246.4499969482422,247.0800018310547,2.0275028695685102,1987-12-04,1987-08-25
38,1988,283.6600036621094,242.6300048828125,265.88015813412875,267.2200012207031,255.94000244140625,277.7200012207031,12.40084149367907,1988-01-20,1988-10-21
39,1989,359.79998779296875,275.30999755859375,323.05142853752017,326.7200012207031,275.30999755859375,353.3999938964844,27.250465340319014,1989-01-03,1989-10-09
40,1990,368.95001220703125,295.4599914550781,334.6320559535573,332.9599914550781,359.69000244140625,330.2200012207031,-6.55913782572701,1990-10-11,1990-07-16
41,1991,417.0899963378906,311.489990234375,376.1863238067024,380.05999755859375,326.45001220703125,417.0899963378906,26.306703045260964,1991-01-09,1991-12-31
42,1992,441.2799987792969,394.5,415.74700795571636,414.9250030517578,417.260009765625,435.7099914550781,4.464263175974898,1992-04-08,1992-12-18
43,1993,470.94000244140625,429.04998779296875,451.6148210005327,450.05999755859375,435.3800048828125,466.45001220703125,7.055156263296852,1993-01-08,1993-12-28
44,1994,482.0,438.9200134277344,460.416508023701,460.93499755859375,465.44000244140625,459.2699890136719,-1.5392910291473123,1994-04-04,1994-02-02
45,1995,621.6900024414062,459.1099853515625,541.7190869043744,548.4850158691406,459.1099853515625,615.9299926757812,34.1106554770871,1995-01-03,1995-12-13
46,1996,757.030029296875,598.47998046875,670.4948427695928,662.3300170898438,620.72998046875,740.739990234375,20.263666170303278,1996-01-10,1996-11-25
47,1997,983.7899780273438,737.010009765625,873.4277876902946,898.7000122070312,737.010009765625,970.4299926757812,31.008181746570862,1997-01-02,1997-12-05
48,1998,1241.81005859375,927.6900024414062,1085.5032527863034,1094.7249755859375,975.0399780273438,1229.22998046875,26.66858915596535,1998-01-09,1998-12-29
49,1999,1469.25,1212.18994140625,1327.329567076668,1327.9000244140625,1228.0999755859375,1469.25,19.5260466588784,1999-01-14,1999-12-31
50,2000,1527.4599609375,1264.739990234375,1427.2210688515315,1435.385009765625,1455.219970703125,1320.280029296875,-10.13918466585843,2000-12-20,2000-03-24
51,2001,1373.72998046875,965.7999877929688,1194.1789944556451,1190.5399780273438,1283.27001953125,1148.0799560546875,-13.042693172742597,2001-09-21,2001-01-30
52,2002,1172.510009765625,776.760009765625,993.934804038396,971.0900268554688,1154.6700439453125,879.8200073242188,-23.365963957103567,2002-10-09,2002-01-04
53,2003,1111.9200439453125,800.72998046875,965.227539789109,986.0299987792969,909.030029296875,1111.9200439453125,26.38039993281984,2003-03-11,2003-12-31
54,2004,1213.550048828125,1063.22998046875,1130.6494445800781,1126.760009765625,1108.47998046875,1211.9200439453125,8.993452410946762,2004-08-12,2004-12-30
55,2005,1272.739990234375,1137.5,1207.2294432624938,1204.1000366210938,1202.0799560546875,1248.2900390625,3.0010226581274932,2005-04-20,2005-12-14
56,2006,1427.0899658203125,1223.68994140625,1310.4612356239106,1296.06005859375,1268.800048828125,1418.300048828125,13.619431738260698,2006-06-13,2006-12-15
57,2007,1565.1500244140625,1374.1199951171875,1477.18434222096,1476.27001953125,1416.5999755859375,1468.3599853515625,3.5295730663479623,2007-03-05,2007-10-09
58,2008,1447.1600341796875,752.4400024414062,1220.042055635113,1289.18994140625,1447.1600341796875,903.25,-38.485793060906715,2008-11-20,2008-01-03
59,2009,1127.780029296875,676.530029296875,948.046387929765,939.14501953125,931.7999877929688,1115.0999755859375,23.454190488340714,2009-03-09,2009-12-28
60,2010,1259.780029296875,1022.5800170898438,1139.9655124724857,1136.9849853515625,1132.989990234375,1257.6400146484375,12.782713853760178,2010-07-02,2010-12-29
61,2011,1363.6099853515625,1099.22998046875,1267.6388094463045,1281.89501953125,1271.8699951171875,1257.5999755859375,-0.003183666393693157,2011-10-03,2011-04-29
62,2012,1465.77001953125,1277.06005859375,1379.3541596679688,1383.6699829101562,1277.06005859375,1426.18994140625,13.405690926621045,2012-01-03,2012-09-14
63,2013,1848.3599853515625,1457.1500244140625,1643.7989681183346,1650.4049682617188,1462.4200439453125,1848.3599853515625,29.601249573324356,2013-01-08,2013-12-31
64,2014,2090.570068359375,1741.8900146484375,1931.3761097741506,1937.3500366210938,1831.97998046875,2058.89990234375,11.39063378674811,2014-02-03,2014-12-29
65,2015,2130.820068359375,1867.6099853515625,2061.0677412729415,2079.39501953125,2058.199951171875,2043.93994140625,-0.7265997205823517,2015-08-25,2015-05-21
66,2016,2271.719970703125,1829.0799560546875,2094.6512640090214,2104.10498046875,2012.6600341796875,2238.830078125,9.535022667283645,2016-02-11,2016-12-13
67,2017,2690.159912109375,2257.830078125,2449.076379054096,2436.10009765625,2257.830078125,2673.610107421875,19.419965523287917,2017-01-03,2017-12-18
68,2018,2930.75,2351.10009765625,2746.214183305839,2743.14990234375,2695.81005859375,2506.85009765625,-6.237259849620682,2018-12-24,2018-09-20
69,2019,3240.02001953125,2447.889892578125,2913.3563804020955,2919.02490234375,2510.030029296875,3230.780029296875,28.878070225158446,2019-01-03,2019-12-27
70,2020,3756.070068359375,2237.39990234375,3217.855848953187,3276.02001953125,3257.85009765625,3756.070068359375,16.258923055706166,2020-03-23,2020-12-31
71,2021,4793.06005859375,3700.64990234375,4273.385634649368,4304.0,3700.64990234375,4766.18017578125,26.892738661371247,2021-01-04,2021-12-29
72,2022,4796.56005859375,4170.7001953125,4464.583957619863,4471.06982421875,4796.56005859375,4383.169921875,-8.036000314307646,2022-03-08,2022-01-03
